##ID,,,,0黑；1绿；2蓝；3紫；4黄,备注，程序不读,,,,0：静态等级；1：动态等级,,,,,,,,,,,,,,,,
怪物ID,名称,显示名,性别,怪物等阶,怪物类型,头像资源ID,资源,等级,是否动态等级,主动技能,普攻技能,天赋技能,放大比例,生命,攻击,命中,闪避,暴击,韧性,抵挡,破击,护甲,破甲,初始怒气,类型
11341,,梁山骑兵,0,1,1,6008,wufu,34,,125,2,,10000,5900,1428,0,0,0,0,0,0,0,0,50,0
11342,,梁山骑兵,0,1,1,6006,wushi,34,,123,134,,10000,3872,2232,0,0,0,0,0,0,0,0,50,0
11343,,梁山骑兵,0,1,1,6007,mibaoshanzei,34,,124,3,,10000,4130,2009,0,0,0,0,0,0,0,0,50,0
11344,,曹操,0,1,2,1030,caocao,34,,35,117,,10000,7375,1049,0,0,0,0,100,0,0,0,50,0
11345,,荆轲,0,1,1,1015,jingke,34,,20,3,,10000,6195,3013,0,0,0,0,0,0,0,0,50,1
11346,,梁山骑兵,0,1,1,6005,youxia,34,,122,2,,10000,5395,1300,0,0,0,0,0,0,0,0,50,0
11347,,梁山骑兵,0,1,1,6005,youxia,34,,122,2,,10000,5395,1300,0,0,0,0,0,0,0,0,50,0
11348,,梁山骑兵,0,1,1,6007,mibaoshanzei,34,,124,3,,10000,3777,1829,0,0,0,0,0,0,0,0,50,0
11349,,司马懿,0,1,1,1010,simayi,34,,15,114,,10000,3541,2032,0,0,0,0,0,0,0,0,50,0
11350,,朱元璋,0,1,2,1029,zhuyuanzhang,34,,34,2,,10000,10116,1433,0,0,0,0,100,0,0,0,50,1
11351,,梁山猛将,0,1,1,6001,changqiangbing,34,,119,1,,10000,5482,1408,0,0,0,0,0,0,0,0,50,0
11352,,梁山猛将,0,1,1,6003,gongjianshou,34,,116,4,,10000,3838,1850,0,0,0,0,0,0,0,0,50,0
11353,,梁山猛将,0,1,1,6005,youxia,34,,122,2,,10000,5482,1315,0,0,0,0,0,0,0,0,50,0
11354,,成吉思汗,0,1,2,1028,chengjisihan,34,,33,4,,10000,6853,966,0,0,0,0,100,0,0,0,50,0
11355,,西门庆,0,1,1,1020,ximenqing,34,,25,2,,10000,5757,2775,0,0,0,0,0,0,0,0,50,1
11356,,梁山猛将,0,1,1,6001,changqiangbing,35,,119,1,,10000,5570,1424,0,0,0,0,0,0,0,0,50,0
11357,,梁山猛将,0,1,1,6004,cike,35,,121,3,,10000,3899,1871,0,0,0,0,0,0,0,0,50,0
11358,,梁山猛将,0,1,1,6008,wufu,35,,125,2,,10000,5570,1331,0,0,0,0,0,0,0,0,50,0
11359,,张三丰,0,1,1,1021,zhangsf,35,,26,107,,10000,5570,1331,0,0,0,0,0,0,0,0,50,0
11360,,武则天,1,1,2,1032,wuzetian,35,,37,2,,10000,10445,1466,0,0,0,0,100,0,0,0,50,1
11361,,梁山猛将,0,1,1,6007,mibaoshanzei,35,,124,3,,10000,4402,2102,0,0,0,0,0,0,0,0,50,0
11362,,梁山猛将,0,1,1,6011,mibaoshanzeitoumu,35,,147,146,,10000,6289,2102,0,0,0,0,0,0,0,0,50,0
11363,,梁山猛将,0,1,1,6005,youxia,35,,122,2,,10000,6289,1495,0,0,0,0,0,0,0,0,50,0
11364,,李世民,0,1,2,1031,lishimin,35,,36,2,,10000,7861,1098,0,0,0,0,100,0,0,0,50,0
11365,,魔·林冲,0,1,1,1025,linchong,35,,30,2,,10000,18866,4485,0,0,0,0,0,0,0,0,50,2
11366,,小纯,0,1,1,6004,cike,36,,121,3,,10000,4122,1948,0,0,0,0,0,0,0,0,50,0
11367,,小纯,0,1,1,6009,wenguan,36,,126,5,,10000,3864,2164,0,0,0,0,0,0,0,0,50,0
11368,,小纯,0,1,1,6005,youxia,36,,122,2,,10000,5888,1385,0,0,0,0,0,0,0,0,50,0
11369,,唐伯虎,0,1,1,1024,tangbohu,36,,29,115,,10000,5888,1385,0,0,0,0,0,0,0,0,50,0
11370,,张良,0,1,1,1012,zhangliang,36,,17,109,,10000,5796,3246,0,0,0,0,0,0,0,0,50,1
11371,,小纯,0,1,1,6005,youxia,36,,122,2,,10000,6004,1405,0,0,0,0,0,0,0,0,50,0
11372,,小纯,0,1,1,6008,wufu,36,,125,2,,10000,6004,1405,0,0,0,0,0,0,0,0,50,0
11373,,小纯,0,1,1,6011,mibaoshanzeitoumu,36,,147,146,,10000,6004,1976,0,0,0,0,0,0,0,0,50,0
11374,,王重阳,0,1,1,1026,wangchongyang,36,,31,112,,10000,6004,1405,0,0,0,0,0,0,0,0,50,0
11375,,秦始皇,0,1,2,1033,qinshihuang,36,,38,2,,10000,11258,1548,0,0,0,0,100,0,0,0,50,1
11376,,小纯,0,1,1,6010,wujiang,36,,128,127,,10000,6122,1526,0,0,0,0,0,0,0,0,50,0
11377,,小纯,0,1,1,6008,wufu,36,,125,2,,10000,6122,1426,0,0,0,0,0,0,0,0,50,0
11378,,小纯,0,1,1,6008,wufu,36,,125,2,,10000,6122,1426,0,0,0,0,0,0,0,0,50,0
11379,,曹操,0,1,2,1030,caocao,36,,35,117,,10000,7653,1047,0,0,0,0,100,0,0,0,50,0
11380,,程咬金,0,1,1,1007,baiqi,36,,12,1,,10000,9184,2289,0,0,0,0,0,0,0,0,50,1
11381,,老纯,0,1,1,6006,wushi,37,,123,134,,10000,4551,2512,0,0,0,0,0,0,0,0,50,0
11382,,老纯,0,1,1,6007,mibaoshanzei,37,,124,3,,10000,4855,2261,0,0,0,0,0,0,0,0,50,0
11383,,老纯,0,1,1,6005,youxia,37,,122,2,,10000,6935,1608,0,0,0,0,0,0,0,0,50,0
11384,,唐伯虎,0,1,1,1024,tangbohu,37,,29,115,,10000,6935,1608,0,0,0,0,0,0,0,0,50,0
11385,,狄仁杰,0,1,1,1013,direnjie,37,,18,108,,10000,6827,3768,0,0,0,0,0,0,0,0,50,1
11386,,老纯,0,1,1,6008,wufu,37,,125,2,,10000,6362,1468,0,0,0,0,0,0,0,0,50,0
11387,,老纯,0,1,1,6005,youxia,37,,122,2,,10000,6362,1468,0,0,0,0,0,0,0,0,50,0
11388,,老纯,0,1,1,6004,cike,37,,121,3,,10000,4454,2065,0,0,0,0,0,0,0,0,50,0
11389,,司马懿,0,1,1,1010,simayi,37,,15,114,,10000,4175,2294,0,0,0,0,0,0,0,0,50,0
11390,,张三丰,0,1,1,1021,zhangsf,37,,26,107,,10000,9544,2202,0,0,0,0,0,0,0,0,50,1
11391,,老纯,0,1,1,6010,wujiang,38,,128,127,,10000,6485,1594,0,0,0,0,0,0,0,0,50,0
11392,,老纯,0,1,1,6009,wenguan,38,,126,5,,10000,4256,2327,0,0,0,0,0,0,0,0,50,0
11393,,老纯,0,1,1,6007,mibaoshanzei,38,,124,3,,10000,4539,2094,0,0,0,0,0,0,0,0,50,0
11394,,吕布,0,1,1,1002,lvbu,38,,7,1,,10000,6485,1594,0,0,0,0,0,0,0,0,50,0
11395,,诸葛亮,0,1,1,1009,zhugeliang,38,,14,111,,10000,6383,3491,0,0,0,0,0,0,0,0,50,1
11396,,老纯,0,2,1,6005,youxia,38,,122,2,,10000,6609,1511,0,0,0,0,0,0,0,0,50,0
11397,,老纯,0,2,1,6001,changqiangbing,38,,119,1,,10000,6609,1617,0,0,0,0,0,0,0,0,50,0
11398,,老纯,0,2,1,6003,gongjianshou,38,,116,4,,10000,4626,2125,0,0,0,0,0,0,0,0,50,0
11399,,李白,0,2,1,1023,libai,38,,28,2,,10000,6609,1511,0,0,0,0,0,0,0,0,50,0
11400,,西门庆,0,2,1,1020,ximenqing,38,,25,2,,10000,6940,3188,0,0,0,0,0,0,0,0,50,1
11401,,首席弟子,0,2,1,6010,wujiang,39,,128,127,,10000,7483,1823,0,0,0,0,0,0,0,0,50,0
11402,,首席弟子,0,2,1,6007,mibaoshanzei,39,,124,3,,10000,5238,2395,0,0,0,0,0,0,0,0,50,0
11403,,首席弟子,0,2,1,6005,youxia,39,,122,2,,10000,7483,1703,0,0,0,0,0,0,0,0,50,0
11404,,吕洞宾,0,2,1,1022,lvdongbin,39,,27,2,,10000,7483,1703,0,0,0,0,0,0,0,0,50,0
11405,,程咬金,0,2,1,1007,baiqi,39,,12,1,,10000,11225,2735,0,0,0,0,0,0,0,0,50,1
11406,,首席弟子,0,2,1,6008,wufu,39,,125,2,,10000,6862,1555,0,0,0,0,0,0,0,0,50,0
11407,,首席弟子,0,2,1,6003,gongjianshou,39,,116,4,,10000,4803,2187,0,0,0,0,0,0,0,0,50,0
11408,,首席弟子,0,2,1,6006,wushi,39,,123,134,,10000,4503,2430,0,0,0,0,0,0,0,0,50,0
11409,,武则天,1,2,2,1032,wuzetian,39,,37,2,,10000,8577,1142,0,0,0,0,100,0,0,0,50,0
11410,,诸葛亮,0,2,1,1009,zhugeliang,39,,14,111,,10000,6755,3645,0,0,0,0,0,0,0,0,50,1
11411,,首席弟子,0,2,1,6010,wujiang,39,,128,127,,10000,6990,1689,0,0,0,0,0,0,0,0,50,0
11412,,首席弟子,0,2,1,6010,wujiang,39,,128,127,,10000,6990,1689,0,0,0,0,0,0,0,0,50,0
11413,,首席弟子,0,2,1,6007,mibaoshanzei,39,,124,3,,10000,4893,2219,0,0,0,0,0,0,0,0,50,0
11414,,曹操,0,2,2,1030,caocao,39,,35,117,,10000,8738,1159,0,0,0,0,100,0,0,0,50,0
11415,,朱元璋,0,2,2,1029,zhuyuanzhang,39,,34,2,,10000,13107,1738,0,0,0,0,100,0,0,0,50,1
11416,,首席弟子,0,2,1,6004,cike,40,,121,3,,10000,4985,2250,0,0,0,0,0,0,0,0,50,0
11417,,首席弟子,0,2,1,6010,wujiang,40,,128,127,,10000,7121,1713,0,0,0,0,0,0,0,0,50,0
11418,,首席弟子,0,2,2,6002,daodunbing,40,,120,2,,10000,8901,1175,0,0,0,0,100,0,0,0,50,0
11419,,甄缳,1,2,1,1018,zhenhuan,40,,23,105,,10000,4985,2250,0,0,0,0,0,0,0,0,50,0
11420,,武则天,1,2,2,1032,wuzetian,40,,37,2,,10000,13352,1763,0,0,0,0,100,0,0,0,50,1
11421,,首席弟子,0,2,1,6005,youxia,40,,122,2,,10000,8058,1804,0,0,0,0,0,0,0,0,50,0
11422,,首席弟子,0,2,1,6006,wushi,40,,123,134,,10000,5288,2818,0,0,0,0,0,0,0,0,50,0
11423,,首席弟子,0,2,1,6009,wenguan,40,,126,5,,10000,5288,2818,0,0,0,0,0,0,0,0,50,0
11424,,岳飞,0,2,1,1004,yuefei,40,,9,1,,10000,8058,1930,0,0,0,0,0,0,0,0,50,0
11425,,魔·吕洞宾,0,2,1,1022,lvdongbin,40,,27,2,,10000,24175,5411,0,0,0,0,0,0,0,0,50,2
11426,,金国小兵,0,2,1,6001,changqiangbing,40,,119,1,,10000,7463,1772,0,0,0,0,0,0,0,0,50,0
11427,,金国小兵,0,2,1,6004,cike,40,,121,3,,10000,5224,2328,0,0,0,0,0,0,0,0,50,0
11428,,金国小兵,0,2,1,6009,wenguan,40,,126,5,,10000,4898,2587,0,0,0,0,0,0,0,0,50,0
11429,,小乔,1,2,1,1019,xiaoqiao,40,,24,3,,10000,5224,2328,0,0,0,0,0,0,0,0,50,0
11430,,成吉思汗,0,2,2,1028,chengjisihan,40,,33,4,,10000,13994,1824,0,0,0,0,100,0,0,0,50,1
11431,,金国小兵,0,2,1,6010,wujiang,41,,128,127,,10000,7570,1790,0,0,0,0,0,0,0,0,50,0
11432,,金国小兵,0,2,1,6010,wujiang,41,,128,127,,10000,7570,1790,0,0,0,0,0,0,0,0,50,0
11433,,金国小兵,0,2,1,6007,mibaoshanzei,41,,124,3,,10000,5299,2352,0,0,0,0,0,0,0,0,50,0
11434,,吕洞宾,0,2,1,1022,lvdongbin,41,,27,2,,10000,7570,1672,0,0,0,0,0,0,0,0,50,0
11435,,西门庆,0,2,1,1020,ximenqing,41,,25,2,,10000,7949,3528,0,0,0,0,0,0,0,0,50,1
11436,,金国侍卫,0,2,1,6004,cike,41,,121,3,,10000,5375,2375,0,0,0,0,0,0,0,0,50,0
11437,,金国侍卫,0,2,1,6006,wushi,41,,123,134,,10000,5039,2639,0,0,0,0,0,0,0,0,50,0
11438,,金国侍卫,0,2,1,6004,cike,41,,121,3,,10000,5375,2375,0,0,0,0,0,0,0,0,50,0
11439,,唐伯虎,0,2,1,1024,tangbohu,41,,29,115,,10000,7678,1689,0,0,0,0,0,0,0,0,50,0
11440,,秦始皇,0,2,2,1033,qinshihuang,41,,38,2,,10000,14397,1861,0,0,0,0,100,0,0,0,50,1
11441,,金国侍卫,0,2,1,6004,cike,41,,121,3,,10000,6058,2666,0,0,0,0,0,0,0,0,50,0
11442,,金国侍卫,0,2,1,6001,changqiangbing,41,,119,1,,10000,8654,2029,0,0,0,0,0,0,0,0,50,0
11443,,金国侍卫,0,2,1,6008,wufu,41,,125,2,,10000,8654,1896,0,0,0,0,0,0,0,0,50,0
11444,,赵云,0,2,1,1006,zhaoyun,41,,11,1,,10000,8654,2029,0,0,0,0,0,0,0,0,50,0
11445,,张三丰,0,2,1,1021,zhangsf,41,,26,107,,10000,12981,2844,0,0,0,0,0,0,0,0,50,1
11446,,金国侍卫,0,2,1,6009,wenguan,42,,126,5,,10000,5184,2692,0,0,0,0,0,0,0,0,50,0
11447,,金国侍卫,0,2,1,6009,wenguan,42,,126,5,,10000,5184,2692,0,0,0,0,0,0,0,0,50,0
11448,,金国侍卫,0,2,1,6009,wenguan,42,,126,5,,10000,5184,2692,0,0,0,0,0,0,0,0,50,0
11449,,诸葛亮,0,2,1,1009,zhugeliang,42,,14,111,,10000,5184,2692,0,0,0,0,0,0,0,0,50,0
11450,,曹操,0,2,2,1030,caocao,42,,35,117,,10000,14811,1898,0,0,0,0,100,0,0,0,50,1
11451,,朱仙镇守兵,0,2,1,6003,gongjianshou,42,,116,4,,10000,5608,2447,0,0,0,0,0,0,0,0,50,0
11452,,朱仙镇守兵,0,2,2,6002,daodunbing,42,,120,2,,10000,10014,1278,0,0,0,0,100,0,0,0,50,0
11453,,朱仙镇守兵,0,2,1,6006,wushi,42,,123,134,,10000,5257,2719,0,0,0,0,0,0,0,0,50,0
11454,,项羽,0,2,1,1001,xiangyu,42,,6,1,,10000,8011,1863,0,0,0,0,0,0,0,0,50,0
11455,,诸葛亮,0,2,1,1009,zhugeliang,42,,14,111,,10000,7886,4079,0,0,0,0,0,0,0,0,50,1
11456,,朱仙镇守兵,0,2,1,6003,gongjianshou,43,,116,4,,10000,5687,2472,0,0,0,0,0,0,0,0,50,0
11457,,朱仙镇守兵,0,2,1,6003,gongjianshou,43,,116,4,,10000,5687,2472,0,0,0,0,0,0,0,0,50,0
11458,,朱仙镇守兵,0,2,1,6006,wushi,43,,123,134,,10000,5331,2747,0,0,0,0,0,0,0,0,50,0
11459,,杨贵妃,1,2,1,1014,shangguanwaner,43,,19,5,,10000,5331,2747,0,0,0,0,0,0,0,0,50,0
11460,,武则天,1,2,2,1032,wuzetian,43,,37,2,,10000,15233,1937,0,0,0,0,100,0,0,0,50,1
11461,,朱仙镇守兵,0,2,1,6006,wushi,43,,123,134,,10000,6008,3083,0,0,0,0,0,0,0,0,50,0
11462,,朱仙镇守兵,0,2,1,6011,mibaoshanzeitoumu,43,,147,146,,10000,9154,2775,0,0,0,0,0,0,0,0,50,0
11463,,朱仙镇守兵,0,2,1,6006,wushi,43,,123,134,,10000,6008,3083,0,0,0,0,0,0,0,0,50,0
11464,,甄缳,1,2,1,1018,zhenhuan,43,,23,105,,10000,6408,2775,0,0,0,0,0,0,0,0,50,0
11465,,李世民,0,2,2,1031,lishimin,43,,36,2,,10000,17165,2174,0,0,0,0,100,0,0,0,50,1
11466,,朱仙镇头目,0,2,2,6002,daodunbing,43,,120,2,,10000,10443,1317,0,0,0,0,100,0,0,0,50,0
11467,,朱仙镇头目,0,2,1,6010,wujiang,43,,128,127,,10000,8354,1919,0,0,0,0,0,0,0,0,50,0
11468,,朱仙镇头目,0,2,1,6011,mibaoshanzeitoumu,43,,147,146,,10000,8354,2522,0,0,0,0,0,0,0,0,50,0
11469,,貂蝉,1,2,1,1017,diaocan,43,,22,3,,10000,5848,2522,0,0,0,0,0,0,0,0,50,0
11470,,孙武,0,2,1,1003,sunwu,43,,8,2,,10000,12532,2879,0,0,0,0,0,0,0,0,50,1
11471,,朱仙镇头目,0,2,1,6001,changqiangbing,44,,119,1,,10000,8471,1939,0,0,0,0,0,0,0,0,50,0
11472,,朱仙镇头目,0,2,1,6007,mibaoshanzei,44,,124,3,,10000,5930,2548,0,0,0,0,0,0,0,0,50,0
11473,,朱仙镇头目,0,2,1,6004,cike,44,,121,3,,10000,5930,2548,0,0,0,0,0,0,0,0,50,0
11474,,关羽,0,2,1,1005,guanyu,44,,10,1,,10000,8471,1939,0,0,0,0,0,0,0,0,50,0
11475,,成吉思汗,0,2,2,1028,chengjisihan,44,,33,4,,10000,15884,1996,0,0,0,0,100,0,0,0,50,1
11476,,朱仙镇头目,0,2,1,6008,wufu,44,,125,2,,10000,8590,1830,0,0,0,0,0,0,0,0,50,0
11477,,朱仙镇头目,0,2,1,6009,wenguan,44,,126,5,,10000,5637,2859,0,0,0,0,0,0,0,0,50,0
11478,,朱仙镇头目,0,2,1,6004,cike,44,,121,3,,10000,6013,2573,0,0,0,0,0,0,0,0,50,0
11479,,唐伯虎,0,2,1,1024,tangbohu,44,,29,115,,10000,8590,1830,0,0,0,0,0,0,0,0,50,0
11480,,孙武,0,2,1,1003,sunwu,44,,8,2,,10000,12885,2938,0,0,0,0,0,0,0,0,50,1
11481,,朱仙镇头目,0,2,1,6005,youxia,45,,122,2,,10000,9677,2054,0,0,0,0,0,0,0,0,50,0
11482,,朱仙镇头目,0,2,1,6006,wushi,45,,123,134,,10000,6350,3209,0,0,0,0,0,0,0,0,50,0
11483,,朱仙镇头目,0,2,2,6002,daodunbing,45,,120,2,,10000,12096,1508,0,0,0,0,100,0,0,0,50,0
11484,,貂蝉,1,2,1,1017,diaocan,45,,22,3,,10000,6774,2888,0,0,0,0,0,0,0,0,50,0
11485,,魔·岳飞,0,2,1,1004,yuefei,45,,9,1,,10000,29030,6594,0,0,0,0,0,0,0,0,50,2
11486,,西门家仆,0,2,1,6010,wujiang,45,,128,127,,10000,8867,2019,0,0,0,0,0,0,0,0,50,0
11487,,西门家仆,0,2,1,6010,wujiang,45,,128,127,,10000,8867,2019,0,0,0,0,0,0,0,0,50,0
11488,,西门家仆,0,2,1,6009,wenguan,45,,126,5,,10000,5819,2947,0,0,0,0,0,0,0,0,50,0
11489,,唐伯虎,0,2,1,1024,tangbohu,45,,29,115,,10000,8867,1886,0,0,0,0,0,0,0,0,50,0
11490,,西门庆,0,2,1,1020,ximenqing,45,,25,2,,10000,9311,3979,0,0,0,0,0,0,0,0,50,1
11491,,西门家仆,0,2,1,6005,youxia,46,,122,2,,10000,8947,1905,0,0,0,0,0,0,0,0,50,0
11492,,西门家仆,0,2,1,6010,wujiang,46,,128,127,,10000,8947,2039,0,0,0,0,0,0,0,0,50,0
11493,,西门家仆,0,2,1,6008,wufu,46,,125,2,,10000,8947,1905,0,0,0,0,0,0,0,0,50,0
11494,,程咬金,0,2,1,1007,baiqi,46,,12,1,,10000,8947,2039,0,0,0,0,0,0,0,0,50,0
11495,,李世民,0,2,2,1031,lishimin,46,,36,2,,10000,16776,2098,0,0,0,0,100,0,0,0,50,1
11496,,西门家仆,0,2,1,6005,youxia,46,,122,2,,10000,9029,1924,0,0,0,0,0,0,0,0,50,0
11497,,西门家仆,0,2,1,6004,cike,46,,121,3,,10000,6320,2705,0,0,0,0,0,0,0,0,50,0
11498,,西门家仆,0,2,1,6005,youxia,46,,122,2,,10000,9029,1924,0,0,0,0,0,0,0,0,50,0
11499,,程咬金,0,2,1,1007,baiqi,46,,12,1,,10000,9029,2059,0,0,0,0,0,0,0,0,50,0
11500,,狄仁杰,0,2,1,1013,direnjie,46,,18,108,,10000,8888,4509,0,0,0,0,0,0,0,0,50,1
11501,,西门家将,0,2,1,6005,youxia,47,,122,2,,10000,10122,2159,0,0,0,0,0,0,0,0,50,0
11502,,西门家将,0,2,1,6001,changqiangbing,47,,119,1,,10000,10122,2311,0,0,0,0,0,0,0,0,50,0
11503,,西门家将,0,2,1,6003,gongjianshou,47,,116,4,,10000,7086,3037,0,0,0,0,0,0,0,0,50,0
11504,,李世民,0,2,2,1031,lishimin,47,,36,2,,10000,12653,1586,0,0,0,0,100,0,0,0,50,0
11505,,西施,1,2,1,1016,xishi,47,,21,106,,10000,10629,4555,0,0,0,0,0,0,0,0,50,1
11506,,西门家将,0,2,1,6005,youxia,47,,122,2,,10000,9194,1963,0,0,0,0,0,0,0,0,50,0
11507,,西门家将,0,2,1,6011,mibaoshanzeitoumu,47,,147,146,,10000,9194,2760,0,0,0,0,0,0,0,0,50,0
11508,,西门家将,0,2,2,6002,daodunbing,47,,120,2,,10000,11492,1441,0,0,0,0,100,0,0,0,50,0
11509,,刘备,0,2,2,1027,liubei,47,,32,118,,10000,11492,1441,0,0,0,0,100,0,0,0,50,0
11510,,杨贵妃,1,2,1,1014,shangguanwaner,47,,19,5,,10000,9050,4601,0,0,0,0,0,0,0,0,50,1
11511,,西门家将,0,2,1,6004,cike,48,,121,3,,10000,6494,2788,0,0,0,0,0,0,0,0,50,0
11512,,西门家将,0,2,1,6001,changqiangbing,48,,119,1,,10000,9277,2122,0,0,0,0,0,0,0,0,50,0
11513,,西门家将,0,2,1,6010,wujiang,48,,128,127,,10000,9277,2122,0,0,0,0,0,0,0,0,50,0
11514,,岳飞,0,2,1,1004,yuefei,48,,9,1,,10000,9277,2122,0,0,0,0,0,0,0,0,50,0
11515,,关羽,0,2,1,1005,guanyu,48,,10,1,,10000,13915,3183,0,0,0,0,0,0,0,0,50,1
11516,,西门门徒,0,2,1,6005,youxia,48,,122,2,,10000,9361,2003,0,0,0,0,0,0,0,0,50,0
11517,,西门门徒,0,2,1,6008,wufu,48,,125,2,,10000,9361,2003,0,0,0,0,0,0,0,0,50,0
11518,,西门门徒,0,2,1,6005,youxia,48,,122,2,,10000,9361,2003,0,0,0,0,0,0,0,0,50,0
11519,,荆轲,0,2,1,1015,jingke,48,,20,3,,10000,6553,2816,0,0,0,0,0,0,0,0,50,0
11520,,武则天,1,2,2,1032,wuzetian,48,,37,2,,10000,17552,2206,0,0,0,0,100,0,0,0,50,1
11521,,西门门徒,0,2,1,6008,wufu,49,,125,2,,10000,10496,2248,0,0,0,0,0,0,0,0,50,0
11522,,西门门徒,0,2,1,6001,changqiangbing,49,,119,1,,10000,10496,2406,0,0,0,0,0,0,0,0,50,0
11523,,西门门徒,0,2,1,6003,gongjianshou,49,,116,4,,10000,7347,3161,0,0,0,0,0,0,0,0,50,0
11524,,王重阳,0,2,1,1026,wangchongyang,49,,31,112,,10000,10496,2248,0,0,0,0,0,0,0,0,50,0
11525,,甄缳,1,2,1,1018,zhenhuan,49,,23,105,,10000,11021,4741,0,0,0,0,0,0,0,0,50,1
11526,,西门门徒,0,2,1,6010,wujiang,49,,128,127,,10000,9532,2187,0,0,0,0,0,0,0,0,50,0
11527,,西门门徒,0,2,1,6007,mibaoshanzei,49,,124,3,,10000,6672,2873,0,0,0,0,0,0,0,0,50,0
11528,,西门门徒,0,2,1,6009,wenguan,49,,126,5,,10000,6255,3192,0,0,0,0,0,0,0,0,50,0
11529,,王重阳,0,2,1,1026,wangchongyang,49,,31,112,,10000,9532,2043,0,0,0,0,0,0,0,0,50,0
11530,,成吉思汗,0,2,2,1028,chengjisihan,49,,33,4,,10000,17873,2250,0,0,0,0,100,0,0,0,50,1
11531,,西门管家,0,2,1,6008,wufu,50,,125,2,,10000,9619,2063,0,0,0,0,0,0,0,0,50,0
11532,,西门管家,0,2,1,6005,youxia,50,,122,2,,10000,9619,2063,0,0,0,0,0,0,0,0,50,0
11533,,西门管家,0,2,1,6003,gongjianshou,50,,116,4,,10000,6733,2902,0,0,0,0,0,0,0,0,50,0
11534,,甄缳,1,2,1,1018,zhenhuan,50,,23,105,,10000,6733,2902,0,0,0,0,0,0,0,0,50,0
11535,,小乔,1,2,1,1019,xiaoqiao,50,,24,3,,10000,10100,4352,0,0,0,0,0,0,0,0,50,1
11536,,西门管家,0,2,1,6004,cike,50,,121,3,,10000,6794,2931,0,0,0,0,0,0,0,0,50,0
11537,,西门管家,0,2,1,6005,youxia,50,,122,2,,10000,9706,2084,0,0,0,0,0,0,0,0,50,0
11538,,西门管家,0,2,1,6006,wushi,50,,123,134,,10000,6370,3257,0,0,0,0,0,0,0,0,50,0
11539,,花木兰,1,2,1,1008,huamulan,50,,13,1,,10000,9706,2231,0,0,0,0,0,0,0,0,50,0
11540,,张良,0,2,1,1012,zhangliang,50,,17,109,,10000,9555,4886,0,0,0,0,0,0,0,0,50,1
11541,,西门管家,0,2,1,6007,mibaoshanzei,50,,124,3,,10000,7618,3290,0,0,0,0,0,0,0,0,50,0
11542,,西门管家,0,2,1,6009,wenguan,50,,126,5,,10000,7142,3655,0,0,0,0,0,0,0,0,50,0
11543,,西门管家,0,2,1,6003,gongjianshou,50,,116,4,,10000,7618,3290,0,0,0,0,0,0,0,0,50,0
11544,,小乔,1,2,1,1019,xiaoqiao,50,,24,3,,10000,7618,3290,0,0,0,0,0,0,0,0,50,0
11545,,魔·西门庆,0,2,1,1020,ximenqing,50,,25,2,,10000,22855,9869,0,0,0,0,0,0,0,0,50,2
11546,,家将,0,2,1,6009,wenguan,51,,126,5,,10000,6608,3348,0,0,0,0,0,0,0,0,50,0
11547,,家将,0,2,2,6002,daodunbing,51,,120,2,,10000,12587,1574,0,0,0,0,100,0,0,0,50,0
11548,,家将,0,2,1,6008,wufu,51,,125,2,,10000,10070,2143,0,0,0,0,0,0,0,0,50,0
11549,,项羽,0,2,1,1001,xiangyu,51,,6,1,,10000,10070,2293,0,0,0,0,0,0,0,0,50,0
11550,,关羽,0,2,1,1005,guanyu,51,,10,1,,10000,15105,3440,0,0,0,0,0,0,0,0,50,1
11551,,家将,0,2,1,6001,changqiangbing,51,,119,1,,10000,10208,2313,0,0,0,0,0,0,0,0,50,0
11552,,家将,0,2,1,6004,cike,51,,121,3,,10000,7146,3039,0,0,0,0,0,0,0,0,50,0
11553,,家将,0,2,1,6006,wushi,51,,123,134,,10000,6699,3377,0,0,0,0,0,0,0,0,50,0
11554,,商鞅,0,2,1,1011,shangyang,51,,16,110,,10000,6699,3377,0,0,0,0,0,0,0,0,50,0
11555,,武则天,1,2,2,1032,wuzetian,51,,37,2,,10000,19140,2381,0,0,0,0,100,0,0,0,50,1
11556,,家将,0,2,1,6004,cike,52,,121,3,,10000,7244,3066,0,0,0,0,0,0,0,0,50,0
11557,,家将,0,2,1,6010,wujiang,52,,128,127,,10000,10349,2334,0,0,0,0,0,0,0,0,50,0
11558,,家将,0,2,1,6011,mibaoshanzeitoumu,52,,147,146,,10000,10349,3066,0,0,0,0,0,0,0,0,50,0
11559,,小乔,1,2,1,1019,xiaoqiao,52,,24,3,,10000,7244,3066,0,0,0,0,0,0,0,0,50,0
11560,,西门庆,0,2,1,1020,ximenqing,52,,25,2,,10000,10866,4600,0,0,0,0,0,0,0,0,50,1
11561,,门徒,0,2,1,6007,mibaoshanzei,52,,124,3,,10000,8159,3437,0,0,0,0,0,0,0,0,50,0
11562,,门徒,0,2,1,6001,changqiangbing,52,,119,1,,10000,11656,2616,0,0,0,0,0,0,0,0,50,0
11563,,门徒,0,2,1,6004,cike,52,,121,3,,10000,8159,3437,0,0,0,0,0,0,0,0,50,0
11564,,貂蝉,1,2,1,1017,diaocan,52,,22,3,,10000,8159,3437,0,0,0,0,0,0,0,0,50,0
11565,,商鞅,0,2,1,1011,shangyang,52,,16,110,,10000,11474,5729,0,0,0,0,0,0,0,0,50,1
