##天赋技能,,,,,,,,,,,,,,
ID,名称,描述,等级,品质,升级材料,升级铜币,升级等阶,主公等级要求,技能效果,当前效果描述,下级效果描述,图标,前端ID,技能升级效果
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,23,4,,17000,3,24,104823,伤害+148,伤害+154,1008,100802023,伤害+7
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,24,4,,18000,3,25,104824,伤害+154,伤害+161,1008,100802024,伤害+6
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,25,4,,19000,3,26,104825,伤害+161,伤害+167,1008,100802025,伤害+7
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,26,4,,20000,3,27,104826,伤害+167,伤害+174,1008,100802026,伤害+6
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,27,4,,21000,3,28,104827,伤害+174,伤害+180,1008,100802027,伤害+7
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,28,4,,22000,3,29,104828,伤害+180,伤害+186,1008,100802028,伤害+6
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,29,4,,23000,3,30,104829,伤害+186,伤害+193,1008,100802029,伤害+6
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,30,4,,24000,3,31,104830,伤害+193,伤害+206,1008,100802030,伤害+7
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,31,4,,26000,3,32,104831,伤害+206,伤害+219,1008,100802031,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,32,4,,28000,3,33,104832,伤害+219,伤害+231,1008,100802032,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,33,4,,30000,3,34,104833,伤害+231,伤害+244,1008,100802033,伤害+12
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,34,4,,32000,3,35,104834,伤害+244,伤害+257,1008,100802034,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,35,4,,34000,3,36,104835,伤害+257,伤害+270,1008,100802035,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,36,4,,36000,3,37,104836,伤害+270,伤害+283,1008,100802036,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,37,4,,38000,3,38,104837,伤害+283,伤害+296,1008,100802037,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,38,4,,40000,3,39,104838,伤害+296,伤害+308,1008,100802038,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,39,4,,42000,3,40,104839,伤害+308,伤害+321,1008,100802039,伤害+12
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,40,4,,44000,3,41,104840,伤害+321,伤害+334,1008,100802040,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,41,4,,46000,3,42,104841,伤害+334,伤害+347,1008,100802041,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,42,4,,48000,3,43,104842,伤害+347,伤害+360,1008,100802042,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,43,4,,50000,3,44,104843,伤害+360,伤害+373,1008,100802043,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,44,4,,52000,3,45,104844,伤害+373,伤害+386,1008,100802044,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,45,4,,54000,3,46,104845,伤害+386,伤害+398,1008,100802045,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,46,4,,56000,3,47,104846,伤害+398,伤害+411,1008,100802046,伤害+12
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,47,4,,58000,3,48,104847,伤害+411,伤害+424,1008,100802047,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,48,4,,60000,3,49,104848,伤害+424,伤害+437,1008,100802048,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,49,4,,62000,3,50,104849,伤害+437,伤害+450,1008,100802049,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,50,4,,64000,3,51,104850,伤害+450,伤害+463,1008,100802050,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,51,4,,66000,3,52,104851,伤害+463,伤害+476,1008,100802051,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,52,4,,68000,3,53,104852,伤害+476,伤害+488,1008,100802052,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,53,4,,70000,3,54,104853,伤害+488,伤害+501,1008,100802053,伤害+12
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,54,4,,72000,3,55,104854,伤害+501,伤害+514,1008,100802054,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,55,4,,74000,3,56,104855,伤害+514,伤害+527,1008,100802055,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,56,4,,76000,3,57,104856,伤害+527,伤害+540,1008,100802056,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,57,4,,78000,3,58,104857,伤害+540,伤害+553,1008,100802057,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,58,4,,80000,3,59,104858,伤害+553,伤害+566,1008,100802058,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,59,4,,82000,3,60,104859,伤害+566,伤害+578,1008,100802059,伤害+13
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,60,4,,84000,3,61,104860,伤害+578,伤害+611,1008,100802060,伤害+12
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,61,4,,86000,3,62,104861,伤害+611,伤害+643,1008,100802061,伤害+33
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,62,4,,88000,3,63,104862,伤害+643,伤害+675,1008,100802062,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,63,4,,90000,3,64,104863,伤害+675,伤害+707,1008,100802063,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,64,4,,92000,3,65,104864,伤害+707,伤害+739,1008,100802064,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,65,4,,94000,3,66,104865,伤害+739,伤害+771,1008,100802065,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,66,4,,96000,3,67,104866,伤害+771,伤害+803,1008,100802066,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,67,4,,98000,3,68,104867,伤害+803,伤害+835,1008,100802067,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,68,4,,100000,3,69,104868,伤害+835,伤害+868,1008,100802068,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,69,4,,102000,3,70,104869,伤害+868,伤害+900,1008,100802069,伤害+33
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,70,4,,104000,3,71,104870,伤害+900,伤害+932,1008,100802070,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,71,4,,106000,3,72,104871,伤害+932,伤害+964,1008,100802071,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,72,4,,108000,3,73,104872,伤害+964,伤害+996,1008,100802072,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,73,4,,110000,3,74,104873,伤害+996,伤害+1028,1008,100802073,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,74,4,,112000,3,75,104874,伤害+1028,伤害+1060,1008,100802074,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,75,4,,114000,3,76,104875,伤害+1060,伤害+1093,1008,100802075,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,76,4,,116000,3,77,104876,伤害+1093,伤害+1125,1008,100802076,伤害+33
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,77,4,,118000,3,78,104877,伤害+1125,伤害+1157,1008,100802077,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,78,4,,120000,3,79,104878,伤害+1157,伤害+1189,1008,100802078,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,79,4,,122000,3,80,104879,伤害+1189,伤害+1221,1008,100802079,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,80,4,,124000,3,81,104880,伤害+1221,伤害+1253,1008,100802080,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,81,4,,126000,3,82,104881,伤害+1253,伤害+1285,1008,100802081,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,82,4,,128000,3,83,104882,伤害+1285,伤害+1317,1008,100802082,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,83,4,,130000,3,84,104883,伤害+1317,伤害+1350,1008,100802083,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,84,4,,132000,3,85,104884,伤害+1350,伤害+1382,1008,100802084,伤害+33
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,85,4,,134000,3,86,104885,伤害+1382,伤害+1414,1008,100802085,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,86,4,,136000,3,87,104886,伤害+1414,伤害+1446,1008,100802086,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,87,4,,138000,3,88,104887,伤害+1446,伤害+1478,1008,100802087,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,88,4,,140000,3,89,104888,伤害+1478,伤害+1510,1008,100802088,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,89,4,,142000,3,90,104889,伤害+1510,伤害+1542,1008,100802089,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,90,4,,147000,3,91,104890,伤害+1542,伤害+1620,1008,100802090,伤害+32
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,91,4,,152000,3,92,104891,伤害+1620,伤害+1697,1008,100802091,伤害+78
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,92,4,,157000,3,93,104892,伤害+1697,伤害+1774,1008,100802092,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,93,4,,162000,3,94,104893,伤害+1774,伤害+1851,1008,100802093,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,94,4,,167000,3,95,104894,伤害+1851,伤害+1928,1008,100802094,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,95,4,,172000,3,96,104895,伤害+1928,伤害+2005,1008,100802095,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,96,4,,177000,3,97,104896,伤害+2005,伤害+2082,1008,100802096,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,97,4,,182000,3,98,104897,伤害+2082,伤害+2159,1008,100802097,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,98,4,,187000,3,99,104898,伤害+2159,伤害+2236,1008,100802098,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,99,4,,192000,3,100,104899,伤害+2236,伤害+2314,1008,100802099,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,100,4,,197000,3,101,104900,伤害+2314,伤害+2391,1008,100802100,伤害+78
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,101,4,,202000,3,102,104901,伤害+2391,伤害+2468,1008,100802101,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,102,4,,207000,3,103,104902,伤害+2468,伤害+2545,1008,100802102,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,103,4,,212000,3,104,104903,伤害+2545,伤害+2622,1008,100802103,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,104,4,,217000,3,105,104904,伤害+2622,伤害+2699,1008,100802104,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,105,4,,222000,3,106,104905,伤害+2699,伤害+2776,1008,100802105,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,106,4,,227000,3,107,104906,伤害+2776,伤害+2853,1008,100802106,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,107,4,,232000,3,108,104907,伤害+2853,伤害+2931,1008,100802107,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,108,4,,237000,3,109,104908,伤害+2931,伤害+3008,1008,100802108,伤害+78
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,109,4,,242000,3,110,104909,伤害+3008,伤害+3085,1008,100802109,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,110,4,,247000,3,111,104910,伤害+3085,伤害+3162,1008,100802110,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,111,4,,252000,3,112,104911,伤害+3162,伤害+3239,1008,100802111,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,112,4,,257000,3,113,104912,伤害+3239,伤害+3316,1008,100802112,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,113,4,,262000,3,114,104913,伤害+3316,伤害+3393,1008,100802113,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,114,4,,267000,3,115,104914,伤害+3393,伤害+3470,1008,100802114,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,115,4,,272000,3,116,104915,伤害+3470,伤害+3548,1008,100802115,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,116,4,,277000,3,117,104916,伤害+3548,伤害+3625,1008,100802116,伤害+78
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,117,4,,282000,3,118,104917,伤害+3625,伤害+3702,1008,100802117,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,118,4,,287000,3,119,104918,伤害+3702,伤害+3779,1008,100802118,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,119,4,,292000,3,120,104919,伤害+3779,伤害+3856,1008,100802119,伤害+77
100802,落花流水,攻击敌方单体目标，若目标生命值低于50%，则造成150%伤害，同时有一定机率使目标眩晕,120,4,,300000,3,120,104920,伤害+3856,已达最高等级,1008,100802120,伤害+77
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,0,4,,0,3,1,,未激活,伤害+4,1047,100902000,伤害+-385600%
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,1,4,,400,3,2,104921,伤害+4,伤害+8,1047,100902001,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,2,4,,800,3,3,104922,伤害+8,伤害+12,1047,100902002,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,3,4,,1200,3,4,104923,伤害+12,伤害+16,1047,100902003,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,4,4,,1600,3,5,104924,伤害+16,伤害+20,1047,100902004,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,5,4,,2000,3,6,104925,伤害+20,伤害+24,1047,100902005,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,6,4,,2400,3,7,104926,伤害+24,伤害+28,1047,100902006,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,7,4,,2800,3,8,104927,伤害+28,伤害+32,1047,100902007,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,8,4,,3200,3,9,104928,伤害+32,伤害+36,1047,100902008,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,9,4,,3600,3,10,104929,伤害+36,伤害+40,1047,100902009,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,10,4,,4000,3,11,104930,伤害+40,伤害+44,1047,100902010,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,11,4,,5000,3,12,104931,伤害+44,伤害+48,1047,100902011,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,12,4,,6000,3,13,104932,伤害+48,伤害+52,1047,100902012,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,13,4,,7000,3,14,104933,伤害+52,伤害+56,1047,100902013,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,14,4,,8000,3,15,104934,伤害+56,伤害+60,1047,100902014,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,15,4,,9000,3,16,104935,伤害+60,伤害+64,1047,100902015,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,16,4,,10000,3,17,104936,伤害+64,伤害+68,1047,100902016,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,17,4,,11000,3,18,104937,伤害+68,伤害+72,1047,100902017,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,18,4,,12000,3,19,104938,伤害+72,伤害+76,1047,100902018,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,19,4,,13000,3,20,104939,伤害+76,伤害+80,1047,100902019,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,20,4,,14000,3,21,104940,伤害+80,伤害+84,1047,100902020,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,21,4,,15000,3,22,104941,伤害+84,伤害+88,1047,100902021,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,22,4,,16000,3,23,104942,伤害+88,伤害+92,1047,100902022,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,23,4,,17000,3,24,104943,伤害+92,伤害+96,1047,100902023,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,24,4,,18000,3,25,104944,伤害+96,伤害+101,1047,100902024,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,25,4,,19000,3,26,104945,伤害+101,伤害+105,1047,100902025,伤害+5
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,26,4,,20000,3,27,104946,伤害+105,伤害+109,1047,100902026,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,27,4,,21000,3,28,104947,伤害+109,伤害+113,1047,100902027,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,28,4,,22000,3,29,104948,伤害+113,伤害+117,1047,100902028,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,29,4,,23000,3,30,104949,伤害+117,伤害+121,1047,100902029,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,30,4,,24000,3,31,104950,伤害+121,伤害+129,1047,100902030,伤害+4
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,31,4,,26000,3,32,104951,伤害+129,伤害+137,1047,100902031,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,32,4,,28000,3,33,104952,伤害+137,伤害+145,1047,100902032,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,33,4,,30000,3,34,104953,伤害+145,伤害+153,1047,100902033,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,34,4,,32000,3,35,104954,伤害+153,伤害+161,1047,100902034,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,35,4,,34000,3,36,104955,伤害+161,伤害+169,1047,100902035,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,36,4,,36000,3,37,104956,伤害+169,伤害+177,1047,100902036,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,37,4,,38000,3,38,104957,伤害+177,伤害+185,1047,100902037,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,38,4,,40000,3,39,104958,伤害+185,伤害+193,1047,100902038,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,39,4,,42000,3,40,104959,伤害+193,伤害+201,1047,100902039,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,40,4,,44000,3,41,104960,伤害+201,伤害+209,1047,100902040,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,41,4,,46000,3,42,104961,伤害+209,伤害+217,1047,100902041,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,42,4,,48000,3,43,104962,伤害+217,伤害+225,1047,100902042,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,43,4,,50000,3,44,104963,伤害+225,伤害+233,1047,100902043,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,44,4,,52000,3,45,104964,伤害+233,伤害+241,1047,100902044,伤害+8
100902,翻云覆雨,诸葛亮翻手为云覆手为雨，召唤一片暴风雨，随机攻击一个目标及目标周围的敌人,45,4,,54000,3,46,104965,伤害+241,伤害+249,1047,100902045,伤害+8
